Date,Radio_Flux_10.7cm,SESC_Sunspot_Number,Sunspot_Area_10E-6_Hemis,New_Regions,Mean_Field,Bkgd_XRay_Flux,Flares_C,Flares_M,Flares_X,Flares_S,Flares_1,Flares_2,Flares_3
08/07/2013,119,143,790,0,-999,B4.0,2,0,0,1,0,0,0
09/07/2013,120,98,720,0,-999,B3.5,4,0,0,3,1,0,0
10/07/2013,118,76,440,0,-999,B3.9,3,0,0,7,1,0,0
11/07/2013,113,85,350,0,-999,B4.0,4,0,0,1,0,0,0
12/07/2013,118,87,230,2,-999,B4.1,2,0,0,3,0,0,0
13/07/2013,114,66,260,0,-999,B3.8,1,0,0,3,0,0,0
14/07/2013,113,88,310,3,-999,B4.0,1,0,0,2,0,0,0
15/07/2013,114,77,360,0,-999,B4.6,5,0,0,10,0,0,0
16/07/2013,114,61,530,0,-999,B3.7,2,0,0,3,0,0,0
17/07/2013,111,74,430,2,-999,B3.2,2,0,0,5,0,0,0
18/07/2013,115,112,440,3,-999,B3.4,2,0,0,0,0,0,0
19/07/2013,114,94,330,0,-999,B3.4,0,0,0,1,0,0,0
20/07/2013,113,57,260,0,-999,B3.0,2,0,0,3,0,0,0
21/07/2013,109,49,320,0,-999,B3.2,2,0,0,8,1,0,0
22/07/2013,110,53,240,0,-999,B2.8,0,0,0,0,0,0,0
23/07/2013,107,84,250,3,-999,B2.5,0,0,0,0,0,0,0
24/07/2013,108,65,320,1,-999,B2.8,2,0,0,6,0,0,0
25/07/2013,107,71,340,1,-999,B2.9,2,0,0,4,0,0,0
26/07/2013,110,58,330,0,-999,B3.3,3,0,0,3,0,0,0
27/07/2013,108,64,340,1,-999,B3.7,1,0,0,2,0,0,0
28/07/2013,109,68,470,0,-999,B3.8,7,0,0,14,0,0,0
29/07/2013,112,97,500,2,-999,B4.1,2,0,0,8,0,0,0
30/07/2013,113,105,490,1,-999,B4.7,2,0,0,2,0,0,0
31/07/2013,109,94,450,1,-999,B3.4,1,0,0,1,0,0,0
01/08/2013,112,88,380,1,-999,B3.0,0,0,0,3,0,0,0
02/08/2013,113,112,450,1,-999,B2.7,0,0,0,5,0,0,0
03/08/2013,107,104,390,0,-999,B2.2,0,0,0,1,0,0,0
04/08/2013,105,75,330,0,-999,B2.2,0,0,0,0,0,0,0
05/08/2013,104,59,200,0,-999,B2.0,0,0,0,0,0,0,0
06/08/2013,104,61,180,0,-999,B2.2,0,0,0,1,0,0,0
07/08/2013,106,99,190,4,-999,B2.0,0,0,0,1,0,0,0
08/08/2013,104,90,190,0,-999,B2.2,0,0,0,1,0,0,0
09/08/2013,104,51,130,0,-999,B2.1,1,0,0,1,0,0,0
10/08/2013,103,76,110,3,-999,B2.2,1,0,0,0,0,0,0
11/08/2013,110,90,180,0,-999,B3.3,7,0,0,11,0,0,0
12/08/2013,114,85,330,0,-999,B3.2,1,1,0,8,0,0,0
13/08/2013,122,98,670,1,-999,B4.8,7,0,0,3,0,0,0
14/08/2013,125,105,550,1,-999,B4.2,7,0,0,6,1,0,0
15/08/2013,123,129,770,2,-999,B4.1,4,0,0,4,0,0,0
16/08/2013,120,104,650,0,-999,B3.6,2,0,0,6,0,0,0
17/08/2013,125,96,630,1,-999,B3.9,2,2,0,3,0,1,0
18/08/2013,126,134,840,3,-999,B5.4,1,0,0,4,0,0,0
19/08/2013,128,161,1030,1,-999,B4.2,3,0,0,5,0,0,0
20/08/2013,132,115,740,0,-999,B4.8,3,0,0,1,0,0,0
21/08/2013,130,149,730,3,-999,B5.0,4,0,0,9,0,0,0
22/08/2013,132,125,480,1,-999,B5.9,8,0,0,4,0,0,0
23/08/2013,124,127,420,1,-999,B5.0,3,0,0,8,0,0,0
24/08/2013,117,101,350,2,-999,B3.9,0,0,0,1,0,0,0
25/08/2013,113,46,260,0,-999,B3.6,0,0,0,0,0,0,0
26/08/2013,111,35,210,0,-999,B3.1,0,0,0,0,0,0,0
27/08/2013,110,61,390,1,-999,B3.0,0,0,0,0,0,0,0
28/08/2013,108,44,440,0,-999,B2.4,0,0,0,0,0,0,0
29/08/2013,109,55,450,0,-999,B2.4,1,0,0,1,0,0,0
30/08/2013,108,62,390,0,-999,B3.1,1,0,0,3,1,0,0
31/08/2013,108,60,340,0,-999,B2.3,1,0,0,4,0,0,0
01/09/2013,104,71,320,0,-999,B2.0,1,0,0,3,0,0,0
02/09/2013,106,84,410,1,-999,B2.1,0,0,0,2,0,0,0
03/09/2013,106,74,360,0,-999,B2.9,1,0,0,12,0,0,0
04/09/2013,109,77,370,0,-999,B3.8,8,0,0,19,0,0,0
05/09/2013,110,75,320,1,-999,B3.7,2,0,0,4,0,0,0
06/09/2013,101,41,260,0,-999,B3.1,1,0,0,0,0,0,0
07/09/2013,99,35,170,0,-999,B2.5,0,0,0,1,0,0,0
08/09/2013,96,24,90,0,-999,B1.7,0,0,0,2,0,0,0
09/09/2013,94,13,10,0,-999,B1.4,0,0,0,0,0,0,0
10/09/2013,95,23,10,1,-999,B1.3,0,0,0,1,0,0,0
11/09/2013,93,53,80,2,-999,B1.2,0,0,0,0,0,0,0
12/09/2013,93,58,81,1,-999,A7.9,0,0,0,0,0,0,0
13/09/2013,92,40,90,0,-999,A9.5,0,0,0,0,0,0,0
14/09/2013,93,24,60,0,-999,A7.4,0,0,0,0,0,0,0
15/09/2013,93,12,30,0,-999,A8.3,0,0,0,0,0,0,0
16/09/2013,95,23,40,0,-999,B1.1,0,0,0,0,0,0,0
17/09/2013,99,80,140,5,-999,B1.5,0,0,0,1,0,0,0
18/09/2013,104,59,240,0,-999,B2.4,1,0,0,2,0,0,0
19/09/2013,108,85,290,3,-999,B3.0,2,0,0,2,0,0,0
20/09/2013,109,85,320,0,-999,B2.8,4,0,0,2,0,0,0
21/09/2013,110,79,390,0,-999,B2.7,2,0,0,4,1,0,0
22/09/2013,111,98,350,1,-999,B2.4,0,0,0,1,0,0,0
23/09/2013,108,65,290,1,-999,B1.9,0,0,0,2,0,0,0
24/09/2013,110,56,240,0,-999,B1.9,1,0,0,5,0,0,0
25/09/2013,111,61,270,0,-999,B2.1,0,0,0,3,0,0,0
26/09/2013,110,63,340,1,-999,B2.1,0,0,0,1,0,0,0
27/09/2013,108,54,280,0,-999,B2.2,0,0,0,1,0,0,0
28/09/2013,106,58,330,1,-999,B2.5,0,0,0,0,0,0,0
29/09/2013,103,39,190,0,-999,B3.0,3,0,0,1,0,0,0
30/09/2013,105,42,70,1,-999,B2.5,0,0,0,0,0,0,0
01/10/2013,107,49,120,0,-999,B3.0,0,0,0,1,0,0,0
02/10/2013,108,59,270,2,-999,B2.9,2,0,0,0,0,0,0
03/10/2013,114,61,310,1,-999,B2.9,1,0,0,3,0,0,0
04/10/2013,109,84,370,1,-999,B2.2,1,0,0,1,0,0,0
05/10/2013,106,69,320,0,-999,B2.0,0,0,0,0,0,0,0
06/10/2013,107,53,200,0,-999,B2.1,2,0,0,2,0,0,0
07/10/2013,112,76,170,3,-999,B3.0,4,0,0,2,2,0,0
08/10/2013,112,99,280,3,-999,B2.7,0,0,0,2,0,0,0
09/10/2013,113,111,490,1,-999,B3.1,1,1,0,2,0,0,0
10/10/2013,121,138,670,1,-999,B4.7,9,0,0,12,0,0,0
11/10/2013,129,115,780,0,-999,B8.7,11,1,0,17,0,1,0
12/10/2013,128,106,760,0,-999,B5.9,9,0,0,9,2,0,0
13/10/2013,129,125,920,2,-999,B5.0,5,1,0,3,0,1,0
14/10/2013,125,136,790,2,-999,B4.1,7,0,0,1,1,0,0
15/10/2013,125,148,800,1,-999,B6.3,12,2,0,12,1,0,0
16/10/2013,128,120,620,1,-999,B4.2,10,0,0,8,1,0,0
17/10/2013,136,166,760,3,-999,B8.6,5,1,0,16,0,0,0
18/10/2013,140,154,930,1,-999,C1.0,9,0,0,8,0,0,0
19/10/2013,133,149,890,0,-999,B9.2,7,0,0,0,0,0,0
20/10/2013,133,117,720,1,-999,B7.5,4,0,0,8,0,0,0
21/10/2013,136,179,870,2,-999,B5.7,10,0,0,9,0,0,0
22/10/2013,146,228,990,0,-999,B7.1,11,3,0,20,2,0,0
23/10/2013,153,141,1080,0,-999,B8.9,9,3,0,12,0,0,0
24/10/2013,161,148,1440,2,-999,B8.9,13,3,0,9,4,1,0
25/10/2013,161,148,1500,0,-999,C1.1,7,5,2,11,1,0,0
26/10/2013,165,171,1560,3,-999,C1.2,15,5,0,24,2,0,0
27/10/2013,167,206,1930,0,-999,C1.1,7,1,0,23,3,0,0
28/10/2013,160,155,1750,0,-999,C1.2,2,6,1,9,3,4,0
29/10/2013,153,171,1720,1,-999,C1.1,10,0,1,10,0,0,0
30/10/2013,142,132,1230,1,-999,B6.5,2,0,0,0,0,0,0
31/10/2013,143,128,900,1,-999,B5.9,5,1,0,2,0,0,0
01/11/2013,145,95,730,0,-999,B8.1,6,1,0,6,1,0,0
02/11/2013,142,123,710,2,-999,B6.5,8,1,0,6,2,0,0
03/11/2013,144,143,1280,0,-999,B6.1,3,1,0,2,0,1,0
04/11/2013,147,151,1370,0,-999,B6.4,8,0,0,7,0,0,0
05/11/2013,149,134,1400,0,-999,C1.0,9,2,1,6,2,0,0
06/11/2013,154,148,1250,2,-999,B8.8,12,2,0,13,1,0,0
07/11/2013,148,159,1170,0,-999,B6.0,11,2,0,9,1,0,0
08/11/2013,146,160,1270,2,-999,B6.0,3,1,1,4,1,1,0
09/11/2013,148,95,980,0,-999,B6.7,14,0,0,0,1,0,0
10/11/2013,154,90,890,2,-999,B8.8,8,0,1,1,0,1,0
11/11/2013,164,104,1060,2,-999,C1.0,7,1,0,6,0,0,0
12/11/2013,168,147,1810,1,-999,B8.8,12,0,0,9,0,0,0
13/11/2013,171,128,1670,0,-999,B9.3,12,1,0,3,0,0,0
14/11/2013,176,234,1580,2,-999,C1.0,16,0,0,6,0,0,0
15/11/2013,178,272,1640,1,-999,B9.3,7,1,0,11,1,0,0
16/11/2013,175,213,1450,0,-999,C1.0,13,2,0,6,2,0,0
17/11/2013,177,282,1640,1,-999,C1.0,10,1,0,14,0,0,0
18/11/2013,163,144,1550,0,-999,B8.4,13,0,0,4,0,0,0
19/11/2013,153,113,1540,0,-999,B6.7,6,0,1,2,0,0,0
20/11/2013,147,95,1180,0,-999,B6.5,7,0,0,0,0,0,0
21/11/2013,141,85,890,0,-999,B6.0,3,1,0,1,0,0,0
22/11/2013,143,51,740,0,-999,B5.3,5,0,0,2,0,0,0
23/11/2013,136,65,750,2,-999,B5.0,10,2,0,2,2,0,0
24/11/2013,127,69,880,0,-999,B5.5,10,0,0,2,0,0,0
25/11/2013,119,52,200,1,-999,B4.6,4,0,0,0,0,0,0
26/11/2013,116,47,140,1,-999,B4.5,1,0,0,0,0,0,0
27/11/2013,129,76,370,2,-999,B4.6,2,0,0,0,0,0,0
28/11/2013,133,100,800,1,-999,B5.0,4,0,0,5,0,0,0
29/11/2013,129,95,770,0,-999,B3.5,1,0,0,1,0,0,0
30/11/2013,131,102,630,1,-999,B3.5,1,0,0,0,0,0,0
01/12/2013,131,104,650,0,-999,B3.7,2,0,0,0,0,0,0
02/12/2013,134,124,640,3,-999,B4.6,2,0,0,0,0,0,0
03/12/2013,136,97,570,1,-999,B4.9,2,0,0,0,0,0,0
04/12/2013,138,98,620,1,-999,B6.2,4,0,0,1,0,0,0
05/12/2013,150,103,510,0,-999,C1.0,4,0,0,5,0,0,0
06/12/2013,151,105,550,0,-999,C1.0,5,0,0,4,0,0,0
07/12/2013,157,104,510,1,-999,B9.5,3,1,0,2,1,0,0
08/12/2013,166,83,680,1,-999,B8.4,2,0,0,3,0,0,0
09/12/2013,168,125,920,3,-999,B8.0,6,0,0,1,0,0,0
10/12/2013,175,169,1410,2,-999,B8.6,3,0,0,3,0,0,0
11/12/2013,171,166,1350,1,-999,B7.3,4,0,0,5,0,0,0
12/12/2013,165,156,1140,0,-999,B8.0,6,0,0,4,0,0,0
13/12/2013,163,141,1050,1,-999,B7.0,3,0,0,4,0,0,0
14/12/2013,164,163,1100,1,-999,B6.0,4,0,0,6,0,0,0
15/12/2013,156,158,1060,0,-999,B5.8,3,0,0,2,0,0,0
16/12/2013,154,114,780,1,-999,B7.1,5,0,0,2,0,0,0
17/12/2013,159,91,760,1,-999,*,3,0,0,7,0,0,0
18/12/2013,156,118,1130,3,-999,B7.8,4,0,0,4,0,0,0
19/12/2013,153,138,1150,1,-999,B8.0,7,1,0,2,0,0,0
20/12/2013,149,137,1070,2,-999,C1.1,8,1,0,1,0,0,0
21/12/2013,144,131,1190,0,-999,B7.8,10,0,0,2,1,0,0
22/12/2013,138,111,880,0,-999,B9.4,14,6,0,10,3,0,0
23/12/2013,136,108,860,2,-999,B5.7,13,1,0,13,1,0,0
24/12/2013,128,96,670,0,-999,B5.3,3,0,0,0,0,0,0
25/12/2013,123,81,490,0,-999,B4.2,9,0,0,2,0,0,0
26/12/2013,125,96,450,1,-999,B3.7,2,0,0,1,0,0,0
27/12/2013,131,107,570,1,-999,B3.7,7,0,0,5,0,0,0
28/12/2013,135,95,570,0,-999,B4.8,6,0,0,8,0,0,0
29/12/2013,137,119,520,1,-999,B6.3,11,1,0,11,1,0,0
30/12/2013,143,93,510,0,-999,B6.9,3,0,0,3,0,0,0
31/12/2013,145,136,490,4,-999,B9.9,8,1,0,6,0,1,0
