Date,Radio_Flux_10.7cm,SESC_Sunspot_Number,Sunspot_Area_10E-6_Hemis,New_Regions,Mean_Field,Bkgd_XRay_Flux,Flares_C,Flares_M,Flares_X,Flares_S,Flares_1,Flares_2,Flares_3
14/02/2001,138,99,430,0,-999,B2.8,1,0,0,1,0,0,0
15/02/2001,135,113,470,2,-999,B3.0,0,0,0,0,0,0,0
16/02/2001,130,133,380,2,-999,B3.2,0,0,0,0,0,0,0
17/02/2001,130,95,230,0,-999,B1.9,0,0,0,0,0,0,0
18/02/2001,132,143,340,4,-999,B2.1,1,0,0,0,0,0,0
19/02/2001,137,147,310,0,-999,B3.3,1,0,0,2,0,0,0
20/02/2001,146,119,430,1,-999,B5.4,4,0,0,3,0,0,0
21/02/2001,144,119,470,1,-999,B3.5,4,0,0,3,0,0,0
22/02/2001,146,135,520,1,-999,B3.9,1,0,0,5,0,0,0
23/02/2001,145,135,530,0,-999,B3.4,3,0,0,3,0,0,0
24/02/2001,137,99,580,0,-999,B6.1,1,0,0,0,0,0,0
25/02/2001,135,111,480,1,-999,B2.8,0,0,0,1,0,0,0
26/02/2001,135,91,370,0,-999,B4.1,2,0,0,1,0,0,0
27/02/2001,131,90,200,1,-999,B5.1,2,0,0,1,0,0,0
28/02/2001,132,88,180,2,-999,B2.4,0,0,0,0,0,0,0
01/03/2001,131,59,80,0,-999,B2.3,1,0,0,1,0,0,0
02/03/2001,130,77,140,3,-999,B2.1,0,0,0,0,0,0,0
03/03/2001,140,138,330,2,-999,B3.2,0,0,0,7,0,0,0
04/03/2001,141,157,460,1,-999,B4.5,2,0,0,1,0,0,0
05/03/2001,156,143,580,0,-999,B3.2,8,0,0,4,0,0,0
06/03/2001,158,131,960,0,-999,B5.5,15,0,0,7,0,0,0
07/03/2001,177,102,1230,0,-999,C1.4,10,0,0,9,1,0,0
08/03/2001,167,98,1070,0,-999,B9.8,6,1,0,1,1,0,0
09/03/2001,161,113,730,2,-999,C1.2,8,2,0,7,2,0,0
10/03/2001,160,131,820,2,-999,C1.0,13,1,0,15,1,0,0
11/03/2001,158,139,740,2,-999,B6.0,6,0,0,5,0,0,0
12/03/2001,158,174,680,3,-999,B6.1,6,0,0,7,0,0,0
13/03/2001,147,110,280,1,-999,B5.1,2,0,0,1,0,0,0
14/03/2001,142,159,270,3,-999,B3.9,0,0,0,1,0,0,0
15/03/2001,136,126,390,0,-999,B3.2,3,0,0,9,0,0,0
16/03/2001,140,86,410,0,-999,B5.4,5,0,0,5,0,0,0
17/03/2001,134,90,430,1,-999,B2.7,2,0,0,2,0,0,0
18/03/2001,140,91,280,1,-999,B2.8,6,0,0,10,0,0,0
19/03/2001,147,85,420,1,-999,B5.2,3,0,0,4,0,0,0
20/03/2001,153,98,540,3,-999,B8.2,5,5,0,7,1,0,0
21/03/2001,159,136,940,2,-999,B9.6,7,1,0,4,0,0,0
22/03/2001,183,129,770,0,-999,C1.6,4,3,0,3,0,0,0
23/03/2001,180,145,1210,3,-999,C1.6,7,0,0,11,0,0,0
24/03/2001,219,204,1760,5,-999,B9.4,8,3,0,28,1,1,0
25/03/2001,217,276,1870,2,-999,C2.6,5,2,0,13,2,1,0
26/03/2001,264,339,2290,1,-999,C1.4,5,2,0,24,2,0,0
27/03/2001,273,291,2830,1,-999,C2.1,9,1,0,34,1,0,0
28/03/2001,274,352,3830,4,-999,C2.8,6,6,0,19,5,0,0
29/03/2001,262,315,3940,0,-999,C3.8,8,7,1,22,2,0,0
30/03/2001,257,349,3620,4,-999,C3.4,9,2,0,24,2,0,0
31/03/2001,246,326,3100,0,-999,C2.8,7,1,0,17,0,0,0
01/04/2001,258,320,2830,1,-999,C2.4,2,4,0,20,2,0,0
02/04/2001,228,223,2780,1,-999,C6.5,2,4,3,12,3,0,0
03/04/2001,223,228,2600,3,-999,M2.0,3,2,1,8,1,1,0
04/04/2001,205,217,1950,2,-999,C2.6,5,3,0,7,3,0,0
05/04/2001,210,214,1810,1,-999,C1.7,1,5,0,8,0,1,0
06/04/2001,192,136,1790,0,-999,C3.3,3,0,1,6,0,0,0
07/04/2001,180,153,1640,2,-999,C1.5,5,0,0,2,0,0,0
08/04/2001,169,188,1500,2,-999,B6.2,0,0,0,1,0,0,0
09/04/2001,165,185,1420,1,-999,C1.0,4,1,0,7,0,1,0
10/04/2001,170,170,930,0,-999,B4.7,5,0,1,4,0,0,1
11/04/2001,160,178,1050,2,-999,B7.9,8,2,0,6,1,1,0
12/04/2001,149,159,1030,0,-999,B8.1,2,1,1,2,1,0,0
13/04/2001,137,138,870,0,-999,B3.3,0,0,0,0,0,0,0
14/04/2001,139,149,850,2,-999,B5.1,5,1,0,7,0,0,0
15/04/2001,134,100,730,0,-999,B5.5,7,0,1,3,0,1,0
16/04/2001,123,107,330,1,-999,B6.9,4,1,0,1,0,0,0
17/04/2001,126,89,160,1,-999,B5.1,6,1,0,0,0,0,0
18/04/2001,132,63,280,2,-999,B5.7,3,0,0,0,0,0,0
19/04/2001,145,85,770,2,-999,B5.5,2,1,0,3,0,0,0
20/04/2001,180,103,890,0,-999,B5.4,8,2,0,2,3,0,0
21/04/2001,191,156,1430,2,-999,B6.4,6,0,0,6,0,0,0
22/04/2001,193,164,1380,0,-999,C1.1,13,1,0,9,1,0,0
23/04/2001,196,140,1420,0,-999,B8.1,6,2,0,5,1,1,0
24/04/2001,194,175,1520,1,-999,B6.3,5,5,0,9,5,0,0
25/04/2001,194,182,1530,1,-999,C1.5,9,1,0,16,0,1,0
26/04/2001,196,193,1410,3,-999,B8.2,4,1,0,7,0,1,0
27/04/2001,191,181,1530,1,-999,C1.2,5,1,0,16,1,0,0
28/04/2001,188,173,1480,2,-999,B8.8,6,0,0,6,1,0,0
29/04/2001,192,161,1400,1,-999,C1.0,10,0,0,10,0,0,0
30/04/2001,188,178,1250,1,-999,B9.0,8,0,0,14,0,0,0
01/05/2001,210,152,1230,1,-999,B7.1,6,1,0,13,0,0,0
02/05/2001,176,179,1180,1,-999,C1.3,5,1,0,9,1,0,0
03/05/2001,172,157,830,0,-999,B8.2,6,0,0,11,0,0,0
04/05/2001,176,186,1150,2,-999,B9.3,3,0,0,6,0,0,0
05/05/2001,161,151,1080,0,-999,B7.1,1,1,0,3,1,0,0
06/05/2001,155,120,700,0,-999,B4.0,2,0,0,2,0,0,0
07/05/2001,138,103,610,1,-999,B3.1,4,0,0,3,0,0,0
08/05/2001,129,88,440,0,-999,C1.0,2,0,0,0,1,0,0
09/05/2001,129,98,440,1,-999,B4.4,2,0,0,3,0,0,0
10/05/2001,130,94,650,1,-999,B8.6,3,0,0,1,0,0,0
11/05/2001,137,96,810,1,-999,B3.2,4,0,0,1,0,0,0
12/05/2001,138,127,900,1,-999,B3.7,5,1,0,8,2,0,0
13/05/2001,139,119,840,1,-999,B7.7,7,1,0,7,1,0,0
14/05/2001,138,149,720,3,-999,B3.0,4,0,0,5,0,0,0
15/05/2001,142,146,690,1,-999,B4.2,5,1,0,4,1,0,0
16/05/2001,138,125,680,0,-999,C1.0,7,1,0,7,0,0,0
17/05/2001,147,137,760,1,-999,B5.7,16,1,0,9,3,0,0
18/05/2001,138,109,490,1,-999,B6.4,6,0,0,0,0,0,0
19/05/2001,141,92,620,1,-999,B6.3,8,0,0,0,0,0,0
20/05/2001,142,99,800,1,-999,B8.0,8,2,0,0,0,0,0
21/05/2001,150,118,880,3,-999,B4.1,5,0,0,2,1,0,0
22/05/2001,152,159,790,2,-999,B4.5,1,0,0,2,0,0,0
23/05/2001,159,192,1210,2,-999,B6.0,5,0,0,3,0,0,0
24/05/2001,170,171,1160,0,-999,B5.3,4,1,0,2,1,0,0
25/05/2001,162,146,770,0,-999,B4.6,7,0,0,11,1,0,0
26/05/2001,147,167,1030,3,-999,B4.2,2,0,0,2,0,0,0
27/05/2001,147,189,910,3,-999,B3.2,0,0,0,0,0,0,0
28/05/2001,143,190,870,3,-999,B3.9,2,0,0,0,0,0,0
29/05/2001,139,131,660,0,-999,B3.5,2,0,0,2,0,0,0
30/05/2001,132,105,360,1,-999,B3.5,0,0,0,1,0,0,0
31/05/2001,133,93,300,0,-999,B4.9,4,0,0,2,0,0,0
01/06/2001,133,120,360,3,-999,B4.8,4,0,0,5,0,0,0
02/06/2001,134,141,630,2,-999,B7.9,5,0,0,5,0,0,0
03/06/2001,145,143,940,1,-999,B4.9,5,0,0,7,1,0,0
04/06/2001,154,125,1080,0,-999,C1.0,7,2,0,7,2,0,0
05/06/2001,153,160,1250,3,-999,B5.6,3,1,0,2,0,1,0
06/06/2001,158,170,1170,2,-999,B4.6,9,0,0,17,1,1,0
07/06/2001,165,163,1280,0,-999,B6.6,8,0,0,4,0,0,0
08/06/2001,180,179,1340,2,-999,B7.9,12,1,0,5,2,0,0
09/06/2001,177,250,1480,1,-999,C1.7,18,0,0,22,1,0,0
10/06/2001,163,217,1430,2,-999,C1.0,17,0,0,16,0,0,0
11/06/2001,162,249,1660,3,-999,B9.3,9,0,0,4,0,0,0
12/06/2001,166,193,1240,1,-999,B9.0,12,0,0,5,1,0,0
13/06/2001,181,221,1440,2,-999,C1.8,11,2,0,12,2,0,0
14/06/2001,195,273,1840,2,-999,C1.5,5,0,0,6,0,0,0
15/06/2001,197,264,1850,1,-999,C1.1,7,1,0,9,2,0,0
16/06/2001,208,276,2550,1,-999,C1.4,8,0,0,9,0,0,0
17/06/2001,205,289,2110,0,-999,C1.2,6,0,0,2,0,0,0
18/06/2001,221,220,1540,0,-999,B8.1,6,1,0,9,1,2,0
19/06/2001,195,222,1550,1,-999,C1.3,2,0,0,2,0,0,0
20/06/2001,199,232,1390,2,-999,C1.4,4,0,0,1,1,0,0
21/06/2001,200,212,1260,2,-999,C1.2,11,0,0,5,0,0,0
22/06/2001,204,203,1390,1,-999,C1.3,5,3,0,9,3,0,0
23/06/2001,206,228,1590,2,-999,C1.5,7,2,1,24,4,0,0
24/06/2001,195,212,1570,0,-999,C1.5,7,0,0,5,0,0,0
25/06/2001,182,220,1320,1,-999,C1.0,8,0,0,6,1,0,0
26/06/2001,168,177,990,0,-999,C1.0,3,0,0,6,0,0,0
27/06/2001,148,185,820,3,-999,B8.8,7,0,0,9,0,0,0
28/06/2001,140,143,460,2,-999,B6.5,2,0,0,5,0,0,0
29/06/2001,140,98,340,1,-999,B4.0,3,0,0,1,0,0,0
30/06/2001,137,115,400,2,-999,B4.0,0,0,0,0,0,0,0
01/07/2001,135,108,460,2,-999,B3.8,1,0,0,9,1,0,0
02/07/2001,134,130,480,1,-999,B3.4,-1,-1,-1,5,0,0,0
03/07/2001,132,132,550,1,-999,B3.1,0,0,0,5,0,0,0
04/07/2001,127,106,540,0,-999,B2.7,0,0,0,1,0,0,0
05/07/2001,120,101,340,0,-999,B3.7,0,0,0,1,0,0,0
06/07/2001,116,68,260,1,-999,B2.1,0,0,0,2,0,0,0
07/07/2001,118,77,250,0,-999,B1.9,1,0,0,1,0,0,0
08/07/2001,126,101,270,2,-999,B2.0,6,0,0,1,0,0,0
09/07/2001,130,109,380,1,-999,B7.3,5,0,0,6,0,0,0
10/07/2001,130,116,420,2,-999,B3.1,0,0,0,7,0,0,0
11/07/2001,132,115,410,3,-999,B3.3,2,0,0,3,0,0,0
12/07/2001,134,119,510,1,-999,B6.0,0,0,0,7,1,0,0
13/07/2001,133,146,660,2,-999,B3.6,0,0,0,2,0,0,0
14/07/2001,141,161,720,0,-999,B3.4,5,1,0,9,1,0,0
15/07/2001,142,142,860,2,-999,B7.0,4,0,0,7,0,0,0
16/07/2001,150,179,1100,3,-999,B4.3,8,1,0,8,1,0,0
17/07/2001,146,191,1150,0,-999,B5.0,3,0,0,27,0,0,1
18/07/2001,143,193,1020,4,-999,B4.8,3,0,0,15,0,0,0
19/07/2001,142,180,950,1,-999,B3.8,2,1,0,16,0,0,0
20/07/2001,143,193,980,0,-999,B3.4,3,0,0,24,1,0,0
21/07/2001,139,153,670,0,-999,B4.0,2,0,0,8,5,1,0
22/07/2001,140,153,910,0,-999,B3.6,0,0,0,11,1,1,0
23/07/2001,143,143,660,2,-999,B3.4,8,0,0,6,2,1,0
24/07/2001,133,143,660,2,-999,B6.6,3,0,0,4,0,0,0
25/07/2001,133,96,540,1,-999,B4.0,2,0,0,13,1,1,0
26/07/2001,123,115,690,2,-999,B4.0,0,0,0,7,0,0,0
27/07/2001,121,96,460,1,-999,B3.2,2,0,0,20,2,0,0
28/07/2001,116,88,270,0,-999,B5.9,2,0,0,16,1,1,0
29/07/2001,117,59,190,1,-999,B2.7,4,0,0,18,0,0,0
30/07/2001,115,64,330,2,-999,B2.4,2,0,0,8,1,0,0
31/07/2001,117,85,450,1,-999,B2.5,3,0,0,26,0,0,0
01/08/2001,120,108,380,3,-999,B2.2,3,0,0,10,1,3,0
02/08/2001,121,113,440,0,-999,B1.9,8,0,0,12,2,0,0
03/08/2001,132,140,400,2,-999,B3.0,8,1,0,16,0,0,0
04/08/2001,148,182,790,0,-999,B4.1,8,0,0,9,0,0,0
05/08/2001,156,214,1300,2,-999,B6.8,19,2,0,14,0,0,0
06/08/2001,164,182,1440,1,-999,B6.4,10,0,0,11,0,0,0
07/08/2001,166,177,1750,1,-999,B8.9,23,1,0,4,2,0,0
08/08/2001,167,191,1530,1,-999,B8.7,12,0,0,17,3,1,0
09/08/2001,163,157,1430,0,-999,C1.3,12,0,0,9,3,2,0
10/08/2001,160,119,1090,1,-999,C1.0,13,0,0,8,1,0,0
11/08/2001,165,151,1390,2,-999,B6.9,12,0,0,12,0,0,0
12/08/2001,160,196,1410,2,-999,B6.9,7,0,0,9,0,0,0
13/08/2001,152,141,960,0,-999,B9.7,2,0,0,17,0,0,0
14/08/2001,147,133,870,2,-999,B5.9,4,0,0,25,1,0,0
15/08/2001,147,155,840,2,-999,B4.8,2,0,0,16,0,0,0
16/08/2001,143,171,870,3,-999,B3.9,1,0,0,24,1,1,0
17/08/2001,145,158,540,2,-999,B4.3,2,0,0,23,2,0,0
18/08/2001,156,148,720,0,-999,B5.9,10,0,0,17,0,0,0
19/08/2001,158,142,800,1,-999,B6.5,1,0,0,20,0,0,0
20/08/2001,156,172,900,2,-999,B8.1,4,0,0,25,5,1,0
21/08/2001,160,169,950,1,-999,C1.1,6,1,0,11,1,0,0
22/08/2001,162,183,1190,1,-999,C1.2,14,1,0,21,0,0,0
23/08/2001,170,194,1560,1,-999,C2.7,10,0,0,0,0,0,0
24/08/2001,175,187,1260,2,-999,C1.0,10,3,0,0,0,0,0
25/08/2001,199,132,1300,1,-999,C7.2,17,2,1,0,0,0,0
26/08/2001,190,139,1400,1,-999,C2.0,7,1,0,0,0,0,0
27/08/2001,192,182,1670,4,-999,C1.4,11,1,0,0,0,0,0
28/08/2001,199,189,1540,0,-999,C2.5,16,3,0,0,0,0,0
29/08/2001,197,136,1710,0,-999,C1.4,11,2,0,0,0,0,0
30/08/2001,199,138,1740,0,-999,C1.2,9,2,0,0,0,0,0
31/08/2001,189,142,1680,0,-999,B8.7,4,2,0,0,0,0,0
01/09/2001,184,153,1480,1,-999,B7.5,5,0,0,0,0,0,0
02/09/2001,183,141,1360,1,-999,B7.4,11,3,0,0,0,0,0
03/09/2001,199,168,1310,3,-999,C1.2,5,2,0,0,0,0,0
04/09/2001,218,168,1760,1,-999,C2.0,5,3,0,0,0,0,0
05/09/2001,218,175,1920,1,-999,C3.7,6,3,0,0,0,0,0
06/09/2001,222,204,2500,2,-999,C5.0,4,0,0,0,0,0,0
07/09/2001,226,288,2660,3,-999,C3.0,6,1,0,0,0,0,0
08/09/2001,250,281,2570,2,-999,C2.4,7,2,0,0,0,0,0
09/09/2001,236,291,2460,0,-999,C1.8,8,6,0,0,0,0,0
10/09/2001,245,217,2491,0,-999,C1.7,10,0,0,0,0,0,0
11/09/2001,250,180,2380,1,-999,C2.8,9,3,0,0,0,0,0
12/09/2001,235,228,2550,1,-999,C1.9,7,1,0,0,0,0,0
13/09/2001,240,223,2200,2,-999,C1.7,9,0,0,0,0,0,0
14/09/2001,237,216,2020,0,-999,C2.0,6,1,0,0,0,0,0
15/09/2001,219,183,1700,0,-999,C2.0,7,2,0,0,0,0,0
16/09/2001,207,169,1470,2,-999,C1.6,15,1,0,0,0,0,0
17/09/2001,199,159,1290,3,-999,C2.0,11,4,0,0,0,0,0
18/09/2001,204,215,1340,4,-999,C1.7,12,4,0,0,0,0,0
19/09/2001,199,224,1380,1,-999,C1.5,5,0,0,0,0,0,0
20/09/2001,227,276,2160,3,-999,C1.8,9,1,0,0,0,0,0
21/09/2001,239,258,2260,0,-999,C1.5,6,0,0,0,0,0,0
22/09/2001,255,293,2520,2,-999,C1.6,9,0,0,0,0,0,0
23/09/2001,259,275,2820,1,-999,C2.2,7,1,0,0,0,0,0
24/09/2001,279,315,3160,2,-999,C1.8,8,0,1,0,0,0,0
25/09/2001,275,320,2860,1,-999,C2.5,3,3,0,0,0,0,0
26/09/2001,283,278,2810,1,-999,C1.9,3,1,0,0,0,0,0
27/09/2001,270,279,2670,2,-999,C1.8,1,1,0,0,0,0,0
28/09/2001,266,234,2230,0,-999,C1.9,7,4,0,0,0,0,0
29/09/2001,240,233,2280,1,-999,C2.9,3,1,0,0,0,0,0
30/09/2001,236,230,2540,0,-999,C2.0,9,2,0,0,0,0,0
01/10/2001,217,289,2160,4,-999,C1.6,2,2,0,5,0,0,0
02/10/2001,201,236,1160,2,-999,C2.5,6,2,0,5,0,0,0
03/10/2001,192,196,950,2,-999,C2.2,7,0,0,9,1,0,0
04/10/2001,187,231,1040,3,-999,C1.2,10,0,0,8,0,0,0
05/10/2001,177,160,950,1,-999,C1.2,7,0,0,5,1,0,0
06/10/2001,180,181,1110,1,-999,C1.5,2,1,0,1,1,0,0
07/10/2001,173,154,920,1,-999,B7.5,7,0,0,5,0,0,0
08/10/2001,171,130,610,1,-999,B8.4,4,0,0,1,0,0,0
09/10/2001,176,99,590,1,-999,B9.1,4,1,0,7,0,1,0
10/10/2001,179,133,560,3,-999,B9.0,7,0,0,7,0,0,0
11/10/2001,175,174,1050,2,-999,B9.3,6,0,0,4,0,0,0
12/10/2001,179,179,1350,1,-999,B8.0,11,0,0,10,0,0,0
13/10/2001,180,166,1140,1,-999,B6.5,6,0,0,5,0,0,0
14/10/2001,192,178,1150,2,-999,B8.9,8,0,0,5,0,0,0
15/10/2001,193,176,1180,2,-999,B8.9,5,0,0,6,0,0,0
16/10/2001,207,168,1360,1,-999,B9.5,9,0,0,3,0,0,0
17/10/2001,217,171,1620,1,-999,C1.3,5,1,0,6,0,0,0
18/10/2001,229,182,1670,2,-999,C1.6,9,0,0,16,1,0,0
19/10/2001,248,219,2110,1,-999,C2.2,8,6,2,23,5,2,0
20/10/2001,245,230,1660,2,-999,C2.4,6,0,0,5,0,0,0
21/10/2001,224,239,1660,0,-999,C1.1,9,2,0,7,0,2,0
22/10/2001,233,207,1770,1,-999,C1.3,6,2,1,11,1,2,0
23/10/2001,226,231,1440,3,-999,C2.0,8,2,0,19,2,0,0
24/10/2001,239,230,1340,0,-999,C1.0,11,0,0,18,0,0,0
25/10/2001,239,225,1830,2,-999,C1.4,15,0,1,17,0,1,0
26/10/2001,237,239,2510,1,-999,C1.3,7,2,0,12,0,0,0
27/10/2001,247,225,2610,1,-999,C1.3,11,0,0,17,0,0,0
28/10/2001,227,229,2650,0,-999,C2.2,7,3,0,8,3,0,0
29/10/2001,216,224,2440,0,-999,C1.5,10,5,0,11,5,0,0
30/10/2001,226,205,2300,0,-999,C1.8,12,1,0,11,3,0,0
31/10/2001,221,212,2250,2,-999,C1.9,3,3,0,6,1,0,0
01/11/2001,236,157,2030,1,-999,C1.5,5,5,0,18,1,0,0
02/11/2001,214,164,2330,0,-999,C7.5,8,1,0,10,0,0,0
03/11/2001,216,162,1680,1,-999,C1.2,11,0,0,15,0,0,0
04/11/2001,227,186,1820,1,-999,C1.7,5,0,1,12,1,0,1
05/11/2001,235,159,2320,1,-999,C3.3,7,4,0,9,1,0,0
06/11/2001,230,189,1990,0,-999,C2.7,14,4,0,9,1,0,0
07/11/2001,269,230,1940,4,-999,C1.7,7,5,0,27,2,0,0
08/11/2001,248,216,2000,0,-999,C2.4,14,4,0,22,1,1,0
09/11/2001,271,175,2630,0,-999,C2.2,7,6,0,7,3,1,0
10/11/2001,246,258,2840,2,-999,C2.0,7,2,0,5,1,0,0
11/11/2001,234,222,2510,1,-999,C2.8,11,1,0,11,1,0,0
12/11/2001,227,252,2390,2,-999,C1.2,8,1,0,8,1,0,0
13/11/2001,232,234,2140,2,-999,C1.5,6,1,0,10,0,0,0
14/11/2001,217,222,1510,5,-999,C1.0,9,1,0,11,2,0,0
15/11/2001,207,219,1660,0,-999,C1.5,4,0,0,6,0,0,0
16/11/2001,202,200,1580,3,-999,B9.1,6,0,0,0,1,0,0
17/11/2001,199,157,1350,0,-999,B9.8,2,1,0,6,1,0,0
18/11/2001,188,181,1370,1,-999,B9.9,3,0,0,6,0,0,0
19/11/2001,191,168,1280,0,-999,B8.4,8,0,0,6,0,0,0
20/11/2001,185,160,1180,1,-999,B8.7,9,0,0,4,0,0,0
21/11/2001,184,132,1150,1,-999,B8.7,12,0,0,13,0,0,0
22/11/2001,190,143,1310,2,-999,B8.1,6,3,0,7,1,1,0
23/11/2001,177,144,1120,1,-999,M1.5,4,0,0,4,0,0,0
24/11/2001,173,124,865,0,-999,B9.0,14,0,0,20,1,0,0
25/11/2001,170,102,850,1,-999,B9.6,16,0,1,15,0,0,0
26/11/2001,175,122,890,0,-999,C1.9,9,0,0,5,0,0,0
27/11/2001,190,139,940,2,-999,B8.1,9,1,0,9,2,0,0
28/11/2001,199,180,1810,3,-999,C1.3,14,1,0,15,3,0,0
29/11/2001,216,204,2130,0,-999,C1.1,18,2,0,15,2,0,0
30/11/2001,226,158,2340,0,-999,C1.4,6,3,0,9,1,0,0
01/12/2001,221,208,2380,3,-999,C1.9,4,6,0,22,2,2,0
02/12/2001,245,271,2250,2,-999,C1.6,5,2,0,14,1,0,0
03/12/2001,235,230,2150,1,-999,C3.6,6,0,0,15,2,0,0
04/12/2001,233,214,2140,1,-999,C1.5,5,2,0,12,0,0,0
05/12/2001,237,260,2320,2,-999,C1.2,8,0,0,10,2,0,0
06/12/2001,247,226,2000,1,-999,C1.0,3,1,0,5,1,1,0
07/12/2001,226,200,1700,1,-999,C1.4,4,0,0,5,1,1,0
08/12/2001,221,218,1640,1,-999,C1.3,5,1,0,4,1,0,0
09/12/2001,224,225,1430,1,-999,C1.5,10,0,0,5,0,0,0
10/12/2001,219,224,1410,3,-999,C1.3,6,0,0,6,1,0,0
11/12/2001,221,154,1430,0,-999,C2.8,4,1,1,7,0,1,0
12/12/2001,237,183,1540,1,-999,C1.6,8,3,0,13,3,0,0
13/12/2001,220,212,1440,3,-999,C2.1,4,2,1,12,1,0,1
14/12/2001,245,202,1310,0,-999,C1.6,2,2,0,20,0,1,0
15/12/2001,218,198,1250,1,-999,C4.1,10,0,0,7,0,0,0
16/12/2001,209,204,1740,2,-999,C1.6,3,2,0,6,1,2,0
17/12/2001,206,215,1720,0,-999,C1.0,2,0,0,7,0,0,0
18/12/2001,212,210,1470,1,-999,C1.0,4,0,0,11,1,0,0
19/12/2001,208,158,1160,2,-999,C1.5,10,1,0,7,1,0,0
20/12/2001,221,171,980,2,-999,C1.5,6,0,0,12,0,0,0
21/12/2001,234,215,1320,2,-999,C1.6,8,0,0,16,0,0,0
22/12/2001,243,234,1510,2,-999,C1.2,4,0,0,9,0,0,0
23/12/2001,255,220,1880,1,-999,C1.2,7,1,0,13,0,0,0
24/12/2001,275,176,1820,0,-999,C2.2,3,3,0,8,2,0,0
25/12/2001,259,246,2410,1,-999,C2.4,4,1,0,19,3,0,0
26/12/2001,268,290,1980,6,-999,C2.9,3,5,0,33,3,0,0
27/12/2001,275,268,2070,2,-999,C3.6,8,3,0,26,0,2,0
28/12/2001,263,263,1830,2,-999,C2.6,3,3,1,13,2,0,0
29/12/2001,264,222,1360,0,-999,M1.6,0,8,0,6,2,0,0
30/12/2001,247,218,1200,2,-999,C8.4,4,0,0,6,1,0,0
31/12/2001,246,209,1290,0,-999,C2.7,3,0,0,4,1,0,0
