Date,Radio_Flux_10.7cm,SESC_Sunspot_Number,Sunspot_Area_10E-6_Hemis,New_Regions,Mean_Field,Bkgd_XRay_Flux,Flares_C,Flares_M,Flares_X,Flares_S,Flares_1,Flares_2,Flares_3
22/03/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
23/03/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
24/03/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
25/03/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
26/03/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
27/03/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
28/03/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
29/03/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
30/03/2018,69,11,10,1,-999,A0.0,1,0,0,4,0,0,0
31/03/2018,69,12,10,0,-999,A2.0,0,0,0,1,0,0,0
01/04/2018,69,0,0,0,-999,A0.0,0,0,0,1,0,0,0
02/04/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
03/04/2018,68,0,0,0,-999,A0.0,0,0,0,3,0,0,0
04/04/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
05/04/2018,66,0,0,0,-999,A0.0,0,0,0,0,0,0,0
06/04/2018,67,0,0,0,-999,A0.0,0,0,0,0,0,0,0
07/04/2018,67,0,0,0,-999,A0.0,0,0,0,0,0,0,0
08/04/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
09/04/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
10/04/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
11/04/2018,68,0,0,0,-999,A1.2,0,0,0,0,0,0,0
12/04/2018,70,13,30,1,-999,A1.9,0,0,0,0,0,0,0
13/04/2018,70,14,30,0,-999,A2.1,0,0,0,0,0,0,0
14/04/2018,70,11,10,0,-999,A1.7,0,0,0,0,0,0,0
15/04/2018,71,0,0,0,-999,A1.9,0,0,0,0,0,0,0
16/04/2018,69,0,0,1,-999,A1.5,0,0,0,0,0,0,0
17/04/2018,69,0,0,0,-999,A1.6,0,0,0,0,0,0,0
18/04/2018,71,0,0,0,-999,A2.7,0,0,0,0,0,0,0
19/04/2018,71,14,20,1,-999,A3.7,0,0,0,0,0,0,0
20/04/2018,73,14,40,0,-999,A5.7,0,0,0,1,0,0,0
21/04/2018,77,34,120,1,-999,A6.2,0,0,0,1,0,0,0
22/04/2018,76,20,130,0,-999,A5.3,0,0,0,0,0,0,0
23/04/2018,74,22,80,0,-999,A4.7,0,0,0,0,0,0,0
24/04/2018,73,19,50,0,-999,A4.3,0,0,0,1,0,0,0
25/04/2018,71,17,50,0,-999,A3.4,0,0,0,0,0,0,0
26/04/2018,69,14,20,0,-999,A3.1,0,0,0,0,0,0,0
27/04/2018,69,11,10,0,-999,A2.5,0,0,0,0,0,0,0
28/04/2018,70,0,0,0,-999,A2.6,0,0,0,0,0,0,0
29/04/2018,71,0,0,0,-999,A2.6,0,0,0,0,0,0,0
30/04/2018,70,0,0,0,-999,A2.5,0,0,0,0,0,0,0
01/05/2018,68,0,0,0,-999,A2.2,0,0,0,0,0,0,0
02/05/2018,67,0,0,0,-999,A1.7,0,0,0,0,0,0,0
03/05/2018,67,0,0,0,-999,A1.3,0,0,0,0,0,0,0
04/05/2018,68,13,30,1,-999,A1.5,0,0,0,0,0,0,0
05/05/2018,68,14,10,0,-999,A1.7,0,0,0,0,0,0,0
06/05/2018,67,14,10,0,-999,A2.2,0,0,0,0,0,0,0
07/05/2018,70,14,10,0,-999,A2.6,0,0,0,0,0,0,0
08/05/2018,70,25,20,1,-999,A2.4,0,0,0,0,0,0,0
09/05/2018,70,22,20,0,-999,A2.7,0,0,0,0,0,0,0
10/05/2018,70,11,10,0,-999,A2.9,0,0,0,0,0,0,0
11/05/2018,70,11,10,0,-999,A2.2,0,0,0,0,0,0,0
12/05/2018,70,12,10,0,-999,A2.0,0,0,0,0,0,0,0
13/05/2018,71,11,10,0,-999,A1.9,0,0,0,0,0,0,0
14/05/2018,70,0,0,0,-999,A1.8,0,0,0,0,0,0,0
15/05/2018,70,0,0,0,-999,A1.5,0,0,0,0,0,0,0
16/05/2018,70,0,0,0,-999,A1.0,0,0,0,0,0,0,0
17/05/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
18/05/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
19/05/2018,70,0,0,0,-999,A0.0,0,0,0,0,0,0,0
20/05/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
21/05/2018,70,12,20,1,-999,A1.0,0,0,0,1,0,0,0
22/05/2018,71,12,20,0,-999,A2.4,0,0,0,0,0,0,0
23/05/2018,73,30,50,1,-999,A5.1,1,0,0,0,0,0,0
24/05/2018,74,39,140,1,-999,A4.4,0,0,0,3,0,0,0
25/05/2018,76,32,80,0,-999,A5.3,0,0,0,3,0,0,0
26/05/2018,73,26,70,0,-999,A4.5,0,0,0,0,0,0,0
27/05/2018,75,27,50,0,-999,A4.1,0,0,0,1,0,0,0
28/05/2018,77,20,80,0,-999,A4.8,1,0,0,7,0,0,0
29/05/2018,75,22,70,0,-999,A4.1,0,0,0,2,0,0,0
30/05/2018,75,18,30,0,-999,A3.7,0,0,0,0,0,0,0
31/05/2018,77,21,50,0,-999,A6.0,0,0,0,2,0,0,0
01/06/2018,75,22,60,0,-999,A6.7,0,0,0,1,0,0,0
02/06/2018,74,20,30,0,-999,A5.0,0,0,0,1,0,0,0
03/06/2018,74,16,10,0,-999,A4.4,0,0,0,1,0,0,0
04/06/2018,71,11,10,0,-999,A4.1,0,0,0,0,0,0,0
05/06/2018,71,0,0,0,-999,A4.2,0,0,0,0,0,0,0
06/06/2018,71,0,0,0,-999,A2.8,1,0,0,0,0,0,0
07/06/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
08/06/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
09/06/2018,67,0,0,0,-999,A0.0,0,0,0,0,0,0,0
10/06/2018,70,0,0,0,-999,A1.0,0,0,0,0,0,0,0
11/06/2018,70,0,0,0,-999,A2.3,0,0,0,0,0,0,0
12/06/2018,70,12,10,1,-999,A2.6,0,0,0,0,0,0,0
13/06/2018,71,16,60,0,-999,A3.0,0,0,0,0,0,0,0
14/06/2018,72,16,30,0,-999,A2.7,0,0,0,0,0,0,0
15/06/2018,71,13,10,0,-999,A2.5,0,0,0,1,0,0,0
16/06/2018,71,13,10,0,-999,A2.1,0,0,0,0,0,0,0
17/06/2018,71,15,20,0,-999,A2.5,0,0,0,0,0,0,0
18/06/2018,74,28,20,1,-999,A3.5,0,0,0,1,0,0,0
19/06/2018,77,41,80,1,-999,A5.1,0,0,0,2,0,0,0
20/06/2018,82,54,180,0,-999,A8.1,0,0,0,9,0,0,0
21/06/2018,82,41,190,0,-999,A8.5,1,0,0,1,0,0,0
22/06/2018,80,41,180,0,-999,A9.3,0,0,0,0,0,0,0
23/06/2018,77,34,190,0,-999,A9.3,0,0,0,4,0,0,0
24/06/2018,75,16,100,0,-999,B1.0,0,0,0,2,0,0,0
25/06/2018,73,14,40,0,-999,A6.4,0,0,0,0,0,0,0
26/06/2018,71,12,20,0,-999,A3.8,0,0,0,0,0,0,0
27/06/2018,70,0,0,0,-999,A2.9,0,0,0,1,0,0,0
28/06/2018,70,0,0,0,-999,A2.2,0,0,0,0,0,0,0
29/06/2018,69,0,0,0,-999,A1.8,0,0,0,0,0,0,0
30/06/2018,69,0,0,0,-999,A1.5,0,0,0,0,0,0,0
01/07/2018,68,0,0,0,-999,A1.4,0,0,0,0,0,0,0
02/07/2018,67,0,0,0,-999,A1.5,0,0,0,0,0,0,0
03/07/2018,68,0,0,0,-999,A1.4,0,0,0,0,0,0,0
04/07/2018,68,0,0,0,-999,A1.0,0,0,0,0,0,0,0
05/07/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
06/07/2018,71,0,0,0,-999,A1.8,1,0,0,0,0,0,0
07/07/2018,72,0,0,0,-999,A3.7,0,0,0,0,0,0,0
08/07/2018,72,0,0,0,-999,A3.7,0,0,0,0,0,0,0
09/07/2018,73,0,0,0,-999,A3.2,0,0,0,0,0,0,0
10/07/2018,72,0,0,0,-999,A2.7,0,0,0,0,0,0,0
11/07/2018,73,0,0,0,-999,A2.9,0,0,0,0,0,0,0
12/07/2018,72,0,0,0,-999,A2.2,0,0,0,0,0,0,0
13/07/2018,73,0,0,0,-999,A3.1,0,0,0,0,0,0,0
14/07/2018,72,0,0,0,-999,A3.2,0,0,0,0,0,0,0
15/07/2018,72,0,0,0,-999,A2.9,0,0,0,0,0,0,0
16/07/2018,72,0,0,0,-999,A2.8,0,0,0,0,0,0,0
17/07/2018,71,0,0,0,-999,A2.5,0,0,0,0,0,0,0
18/07/2018,71,0,0,0,-999,A2.4,0,0,0,0,0,0,0
19/07/2018,71,0,0,0,-999,A2.4,0,0,0,0,0,0,0
20/07/2018,71,0,0,0,-999,A2.1,0,0,0,0,0,0,0
21/07/2018,70,11,10,1,-999,A2.2,0,0,0,0,0,0,0
22/07/2018,68,0,0,0,-999,A1.7,0,0,0,0,0,0,0
23/07/2018,67,0,0,0,-999,A1.0,0,0,0,0,0,0,0
24/07/2018,67,0,0,0,-999,A0.0,0,0,0,0,0,0,0
25/07/2018,66,0,0,0,-999,A1.0,0,0,0,0,0,0,0
26/07/2018,66,0,0,0,-999,A0.0,0,0,0,0,0,0,0
27/07/2018,67,0,0,0,-999,A0.0,0,0,0,0,0,0,0
28/07/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
29/07/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
30/07/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
31/07/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
01/08/2018,70,11,10,1,-999,A0.0,0,0,0,0,0,0,0
02/08/2018,70,11,10,0,-999,A0.0,0,0,0,0,0,0,0
03/08/2018,70,0,0,0,-999,A1.5,0,0,0,0,0,0,0
04/08/2018,70,0,0,0,-999,A1.6,0,0,0,0,0,0,0
05/08/2018,69,0,0,0,-999,A1.2,0,0,0,0,0,0,0
06/08/2018,69,0,0,0,-999,A1.2,0,0,0,0,0,0,0
07/08/2018,70,0,0,0,-999,A1.2,0,0,0,0,0,0,0
08/08/2018,70,0,0,0,-999,A1.3,0,0,0,0,0,0,0
09/08/2018,70,0,0,0,-999,A1.1,0,0,0,0,0,0,0
10/08/2018,70,0,0,0,-999,A1.2,0,0,0,0,0,0,0
11/08/2018,67,0,0,0,-999,A1.1,0,0,0,0,0,0,0
12/08/2018,68,0,0,0,-999,A1.0,0,0,0,0,0,0,0
13/08/2018,68,0,0,0,-999,A1.0,0,0,0,0,0,0,0
14/08/2018,69,12,10,1,-999,A1.6,0,0,0,0,0,0,0
15/08/2018,69,12,10,0,-999,A1.4,0,0,0,0,0,0,0
16/08/2018,68,12,10,0,-999,A1.4,0,0,0,0,0,0,0
17/08/2018,67,11,20,0,-999,A1.3,0,0,0,0,0,0,0
18/08/2018,67,11,10,0,-999,A1.3,0,0,0,0,0,0,0
19/08/2018,67,15,10,1,-999,A1.2,0,0,0,0,0,0,0
20/08/2018,68,15,10,0,-999,A1.0,0,0,0,0,0,0,0
21/08/2018,68,15,10,0,-999,A1.3,0,0,0,0,0,0,0
22/08/2018,67,12,10,0,-999,A0.0,0,0,0,0,0,0,0
23/08/2018,70,15,40,0,-999,A0.0,0,0,0,0,0,0,0
24/08/2018,72,29,60,1,-999,A0.0,0,0,0,1,0,0,0
25/08/2018,72,31,130,0,-999,A1.9,0,0,0,2,0,0,0
26/08/2018,71,26,70,0,-999,A1.2,0,0,0,0,0,0,0
27/08/2018,70,12,50,0,-999,A1.2,0,0,0,0,0,0,0
28/08/2018,70,11,10,0,-999,A1.5,0,0,0,0,0,0,0
29/08/2018,71,0,0,0,-999,A1.2,0,0,0,0,0,0,0
30/08/2018,68,0,0,0,-999,A1.2,0,0,0,0,0,0,0
31/08/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
01/09/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
02/09/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
03/09/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
04/09/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
05/09/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
06/09/2018,67,0,0,0,-999,A0.0,0,0,0,0,0,0,0
07/09/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
08/09/2018,69,16,10,1,-999,A0.0,0,0,0,0,0,0,0
09/09/2018,68,12,10,0,-999,A0.0,0,0,0,0,0,0,0
10/09/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
11/09/2018,69,14,10,1,-999,A0.0,0,0,0,0,0,0,0
12/09/2018,70,11,0,0,-999,A0.0,0,0,0,0,0,0,0
13/09/2018,70,0,0,0,-999,A0.0,0,0,0,0,0,0,0
14/09/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
15/09/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
16/09/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
17/09/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
18/09/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
19/09/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
20/09/2018,67,0,0,0,-999,A0.0,0,0,0,0,0,0,0
21/09/2018,67,0,0,0,-999,A0.0,0,0,0,0,0,0,0
22/09/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
23/09/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
24/09/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
25/09/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
26/09/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
27/09/2018,67,0,0,0,-999,A0.0,0,0,0,0,0,0,0
28/09/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
29/09/2018,69,13,10,1,-999,A0.0,0,0,0,0,0,0,0
30/09/2018,68,14,30,0,-999,A0.0,0,0,0,0,0,0,0
01/10/2018,70,14,30,0,-999,A0.0,0,0,0,0,0,0,0
02/10/2018,67,14,30,0,-999,A0.0,0,0,0,0,0,0,0
03/10/2018,68,12,10,0,-999,A0.0,0,0,0,0,0,0,0
04/10/2018,67,11,10,0,-999,A0.0,0,0,0,0,0,0,0
05/10/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
06/10/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
07/10/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
08/10/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
09/10/2018,70,0,0,0,-999,A0.0,0,0,0,0,0,0,0
10/10/2018,70,0,0,0,-999,A0.0,0,0,0,0,0,0,0
11/10/2018,71,0,0,0,-999,A0.0,0,0,0,0,0,0,0
12/10/2018,72,11,20,1,-999,A0.0,0,0,0,1,0,0,0
13/10/2018,72,22,20,1,-999,A0.0,0,0,0,1,0,0,0
14/10/2018,72,22,20,0,-999,A0.0,0,0,0,0,0,0,0
15/10/2018,70,11,0,0,-999,A0.0,0,0,0,0,0,0,0
16/10/2018,70,11,0,0,-999,A0.0,0,0,0,0,0,0,0
17/10/2018,70,11,0,0,-999,A0.0,0,0,0,0,0,0,0
18/10/2018,70,0,0,0,-999,A0.0,0,0,0,0,0,0,0
19/10/2018,70,0,0,0,-999,A0.0,0,0,0,0,0,0,0
20/10/2018,70,0,0,0,-999,A0.0,0,0,0,0,0,0,0
21/10/2018,71,0,0,0,-999,A0.0,0,0,0,0,0,0,0
22/10/2018,71,0,0,0,-999,A0.0,0,0,0,0,0,0,0
23/10/2018,72,0,0,0,-999,A0.0,0,0,0,0,0,0,0
24/10/2018,70,0,0,0,-999,A0.0,0,0,0,0,0,0,0
25/10/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
26/10/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
27/10/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
28/10/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
29/10/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
30/10/2018,67,0,0,0,-999,A0.0,0,0,0,0,0,0,0
31/10/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
01/11/2018,67,0,0,0,-999,A0.0,0,0,0,0,0,0,0
02/11/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
03/11/2018,67,0,0,0,-999,A0.0,0,0,0,0,0,0,0
04/11/2018,67,0,0,0,-999,A0.0,0,0,0,0,0,0,0
05/11/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
06/11/2018,69,0,0,0,-999,A1.2,0,0,0,0,0,0,0
07/11/2018,69,0,0,0,-999,A1.1,0,0,0,0,0,0,0
08/11/2018,70,0,0,0,-999,A1.1,0,0,0,0,0,0,0
09/11/2018,69,0,0,0,-999,A1.1,0,0,0,0,0,0,0
10/11/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
11/11/2018,69,0,0,0,-999,A1.0,0,0,0,0,0,0,0
12/11/2018,68,0,0,1,-999,A0.0,0,0,0,0,0,0,0
13/11/2018,67,11,10,0,-999,A0.0,0,0,0,0,0,0,0
14/11/2018,68,11,10,0,-999,A0.0,0,0,0,0,0,0,0
15/11/2018,68,13,20,1,-999,A0.0,0,0,0,0,0,0,0
16/11/2018,71,14,20,0,-999,A1.0,0,0,0,0,0,0,0
17/11/2018,73,13,60,0,-999,A1.7,0,0,0,0,0,0,0
18/11/2018,72,14,60,0,-999,A1.5,0,0,0,0,0,0,0
19/11/2018,71,12,10,0,-999,A1.2,0,0,0,0,0,0,0
20/11/2018,71,0,0,0,-999,A1.1,0,0,0,0,0,0,0
21/11/2018,69,0,0,0,-999,A1.2,0,0,0,0,0,0,0
22/11/2018,69,0,0,0,-999,A1.1,0,0,0,0,0,0,0
23/11/2018,69,0,0,0,-999,A1.0,0,0,0,0,0,0,0
24/11/2018,70,14,20,1,-999,A1.0,0,0,0,0,0,0,0
25/11/2018,70,15,20,0,-999,A1.0,0,0,0,0,0,0,0
26/11/2018,69,0,0,0,-999,A1.1,0,0,0,0,0,0,0
27/11/2018,68,0,0,0,-999,A1.0,0,0,0,0,0,0,0
28/11/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
29/11/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
30/11/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
01/12/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
02/12/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
03/12/2018,68,0,0,0,-999,A0.0,0,0,0,0,0,0,0
04/12/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
05/12/2018,71,16,30,1,-999,A1.9,0,0,0,0,0,0,0
06/12/2018,70,17,50,0,-999,A1.9,0,0,0,0,0,0,0
07/12/2018,70,16,50,0,-999,A1.7,0,0,0,0,0,0,0
08/12/2018,71,12,10,0,-999,A2.3,0,0,0,0,0,0,0
09/12/2018,72,12,10,0,-999,A4.6,0,0,0,0,0,0,0
10/12/2018,71,0,0,0,-999,A2.4,0,0,0,0,0,0,0
11/12/2018,71,11,10,1,-999,A1.3,0,0,0,0,0,0,0
12/12/2018,71,0,0,0,-999,A1.2,0,0,0,0,0,0,0
13/12/2018,70,0,0,0,-999,A1.0,0,0,0,0,0,0,0
14/12/2018,71,12,10,1,-999,A1.1,0,0,0,0,0,0,0
15/12/2018,71,12,10,0,-999,A1.2,0,0,0,0,0,0,0
16/12/2018,70,0,0,0,-999,A1.1,0,0,0,0,0,0,0
17/12/2018,70,0,0,0,-999,A0.0,0,0,0,0,0,0,0
18/12/2018,70,0,0,0,-999,A1.0,0,0,0,0,0,0,0
19/12/2018,70,0,0,0,-999,A1.0,0,0,0,0,0,0,0
20/12/2018,70,0,0,0,-999,A1.2,0,0,0,0,0,0,0
21/12/2018,71,0,0,0,-999,A1.0,0,0,0,0,0,0,0
22/12/2018,71,0,0,0,-999,A0.0,0,0,0,0,0,0,0
23/12/2018,70,0,0,0,-999,A0.0,0,0,0,0,0,0,0
24/12/2018,70,0,0,0,-999,A0.0,0,0,0,0,0,0,0
25/12/2018,70,0,0,0,-999,A0.0,0,0,0,0,0,0,0
26/12/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
27/12/2018,69,0,0,0,-999,A0.0,0,0,0,0,0,0,0
28/12/2018,69,0,0,0,-999,A1.0,0,0,0,0,0,0,0
29/12/2018,69,0,0,0,-999,A1.1,0,0,0,0,0,0,0
30/12/2018,69,0,0,0,-999,A1.1,0,0,0,0,0,0,0
31/12/2018,69,0,0,0,-999,A1.0,0,0,0,0,0,0,0
